fm2vc2t1ng,,Check,University,1400.0,health,2020-12-14 10:50:10,,ii67xji96n
2ejvterhww,,Transportation,GooglePay,-300.0,health,2020-12-30 07:10:00,yoessgdixytvqwwcaawkkfswhxssenourmzqipjprchcyoesud,9s1mtboklq
5xiz82y0ck,,Check,Transportation,3700.0,tax,2019-02-10 15:13:22,,x31slqc36c
056nozxe6o,finance-_-_-2800,,,2800.0,finance,2019-12-23 19:02:14,helhvrhosehotguhyirpyoxecinxqslpdpazyhwsfmrssbqufa,9135q4nvrc
uef2148rkx,,Hospital,ApplePay,0.0,debt,2019-08-11 22:40:27,,ic7yz9bmvw
budcipjtxm,,Paypal,Company,900.0,entertain,2019-02-23 23:54:38,,slyvo929fx
rjaz5t1gvh,,Restaurant,Paypal,-2000.0,health,2020-08-26 05:11:19,,oc8ebhmhzf
725ek57xce,,GooglePay,Apartment,2400.0,tax,2020-01-15 23:39:12,,sxwoj658ez
zdbbjogm6c,,Restaurant,CreditCard,-1200.0,housing,2019-05-04 20:23:01,,iasqqqoabl
oeqr0owhge,,CreditCard,,200.0,clothing,2019-08-09 11:20:55,iyamtqcsilpipurmcdptdlvmkatzufqvzihqaxvfisbnikesck,zg1o3cl7tl
1ph9ezbjkc,,Company,Cash,-2700.0,,2020-08-16 12:28:30,phzurohcxbzlfewktvtzdqebosxwiptmdajmqxkeadxpeyhwnj,sp10iyo75c
pyha1dl0i1,,Supermarket,Paypal,-1500.0,education,2019-09-06 21:18:05,,hj9po4qznd
xltrnc87us,,Apartment,Paypal,-2700.0,clothing,2019-03-06 03:56:13,oxczirucbfexqapenqxcacsiqeydvhbknzkluuhditnbjflbcn,10cf3cpj64
zrlqfiqh1z,_-_-ApplePay--4700,,ApplePay,-4700.0,,2020-06-09 22:59:39,,visy5fpw5l
ht0o6w7saz,,University,Check,-4700.0,utilities,2020-01-07 11:48:05,fghgcpunfzckkhcdozxwenzgajubytiexocvtumxffnpsgnvfr,ebbhbz887a
io5h45mg0k,,Restaurant,ApplePay,-4900.0,personal,2020-04-27 03:46:41,,efomnru8l8
bieuvo5s56,,University,,-4300.0,finance,2020-06-14 04:48:27,dpuwsthmuyoriohmwnklckcrnecnjwasziwmmwdyxmgfffbzsb,eiqzi6s0el
v2qfd9mdsh,,Company,Alipay,-1100.0,transport,2019-08-23 21:51:31,shgtkmholxvgavfhxbwpeymiijcpkdvkdrcfinyeepqpdkekvw,u9hpmz0jep
9d68prb18h,,Cash,Apartment,2500.0,education,2020-06-18 02:43:52,,7nk11wu40m
tum9728dy5,health-_-_--4200,,,-4200.0,health,2019-05-22 15:07:18,dawxzpqvbzqwdoduvtlswdjtdljwzgqetxnzixeonfmvndbdsm,6daf8aoibw
piq041lk76,,Paypal,Restaurant,3400.0,tax,2019-10-05 16:38:43,,mhnbb8q81h
yd6hdcvttq,,Hospital,ApplePay,-500.0,debt,2020-07-14 11:00:38,stonqwejovzwfkknadlmeyfwfhforjlycessifpvipdabkdngk,ncxeaok27e
vk5ggwknef,,GooglePay,Transportation,4300.0,,2019-05-28 03:53:31,,pmmfg2fbft
tfrq0msc7r,,Cash,,1100.0,insurance,2019-07-24 23:23:49,gfvkfdemezazfzdoxkuukdotqwcrexkwdtdwxbhqqnmjnpbldv,id37ol9yin
yk9z1wln1e,,Hospital,Cash,-300.0,housing,2019-12-25 18:18:39,xlteupiqcxxnivzznfmsyobknykuuaiasjwolmcbzfrzbninuy,t4zq1fqxds
zd6thyprau,,CreditCard,Company,2300.0,debt,2020-09-21 08:28:20,kwjebofofagibpkxjrupzbqoikytzqllbyrmipxewizqbteeqf,avt8ota0we
7358b9qmw2,,GooglePay,Hospital,700.0,insurance,2020-09-04 14:50:52,,q9xahp3132
zzesa2as2j,gift-_-CreditCard-0,,CreditCard,0.0,gift,2019-05-10 00:29:18,ssrnrbeblvpvxxdyxppppmfffahmfcmdmyppjqqjuzhgksszgm,ohwnxlm6gp
htds34foht,,Supermarket,Check,-4900.0,housing,2019-04-27 09:17:46,,a7zfkpoju7
o6u0io99mn,,Transportation,ApplePay,-3800.0,entertain,2020-12-21 00:40:12,vyoprftzjxqqmtfndouvazclsbjstifdsvzushkjfmgewntncf,8mo1z2wuhp
6d5h2q0xd2,,Company,Alipay,-3500.0,health,2019-04-30 22:25:20,vczbyfhdzvmkzxypoukaetlklblkfzmmlntapckunmyiyzoitc,f6bt6nx7dy
yherg4ytjd,,ApplePay,Transportation,1700.0,,2020-09-12 22:03:33,,ydq24ux449
adtoy9utui,,Company,CreditCard,-4900.0,gift,2020-03-23 05:27:36,,kwpczyghy7
6rq1yhlwp8,,Alipay,Supermarket,2400.0,clothing,2019-12-21 05:57:58,cjmoabexbspcqlkwnckjlodotlncbtjpakaouacoymdgtpsiws,6dooeuwhsa
dcow4g56s2,,Check,University,1900.0,tax,2019-09-01 16:38:21,,knzm93uzdr
2egrf5q7br,,Transportation,CreditCard,-4800.0,insurance,2019-05-14 02:49:30,,h30gvmya96
acz36de2zc,,GooglePay,University,2400.0,housing,2019-01-20 09:04:11,gpfbbnxrgozsxdfymkmlpcqzzjuexykfzuajpzbabwqnrhbxcc,i9b01hjmev
j2qtwpyh3h,,Hospital,GooglePay,-4300.0,,2019-04-13 04:39:13,khaqnegubhtendzljreghjicyoaclsjcrjorpolzurdpmronou,frmk95e33s
klwqsl69ud,,University,Alipay,-3700.0,,2020-04-11 18:37:12,aiwrqjxkiaayszmgbmyxbbayqhzanclzigbcgyhiwbhhtrxhkx,m7eat86gfe
9qo5wpydvd,_-Venmo-Company-3900,Venmo,Company,3900.0,,2020-05-20 10:13:26,,tqkzbely0f
sha9mlu3az,,Supermarket,CreditCard,-4900.0,education,2020-07-23 14:36:07,,0fi41k5m16
5dqm5t4vt0,,Venmo,Apartment,1300.0,clothing,2019-06-15 11:48:50,,ilmnvv974o
z7ub5sfrzi,,CreditCard,Apartment,2600.0,clothing,2020-02-25 18:31:48,,d1thpjf5y7
k3p2d4hewb,,Art,ApplePay,-1600.0,,2020-07-26 02:22:17,ymgprltaxvwvkyiiavyxgrnzohrbyuyzbnmphpwfxlatkwpyyx,g4ysz6gmzv
zfi34ssgs1,,University,GooglePay,-4200.0,personal,2020-03-30 00:16:22,ixdrwhesrlluzcxraxspxxjngcdihuzjddbquixhddrtawdrrz,jfug1y14lv
n7bygn36d6,,CreditCard,Apartment,1000.0,finance,2019-04-08 22:22:58,apthzqzqvgjgpwfpuwignglipzfxuobknnxlvhcrsxupyswvhh,qq122000qg
8n3p0uix7f,,Hospital,ApplePay,-3800.0,transport,2020-11-23 21:32:42,,ffwfyz0mv5
8kcvz7lef0,,Hospital,,-4300.0,education,2020-09-16 22:31:53,,spchuonqzw
0p89u3qkp8,,Hospital,,-4000.0,food,2020-12-13 19:02:36,,6tjb56zorf
xnvx3cvb9e,,Company,Cash,-1800.0,food,2019-12-03 14:09:13,vgxyxfeggaqoytlyysuzlowvgmaevucmnzqnuwxkfbhitvteln,66jde2jooe
1ho9g44dxo,,Venmo,,1400.0,health,2020-10-02 04:49:35,,yr3gpk12fd
yqj0qqqk21,,Apartment,Cash,-1900.0,,2020-02-24 00:31:40,,99z5k15864
wtmfxvnunv,,Venmo,Art,4100.0,utilities,2020-06-07 20:04:45,,brewaa3q21
55tpoaqqd7,,,University,500.0,personal,2020-02-17 00:43:30,rvfviuxjcjvjqrajenngrnbbqnwsloshjukgguisomjzihwxei,2lw110xgf9
9ief1ymv0y,,Venmo,,2000.0,transport,2020-10-07 21:38:56,,628a3fn7t4
dmn17qgtih,,Company,,-3700.0,clothing,2019-03-04 05:09:42,,rdh3nx47sf
54jgnw0jx7,,Supermarket,CreditCard,-4200.0,insurance,2019-09-19 21:24:53,,6a1dyeridm
j2r2glvwsx,,Hospital,Check,-3000.0,housing,2020-06-26 00:27:50,fveefipylewwbwaxpsnazyrzpbzapkkswsmukeshfsggkkpdmr,slyvo929fx
8b5rg7gr2y,,,Alipay,-3700.0,insurance,2020-07-27 18:02:49,jmfqowjxsjpwveztpjnifxhwrzzmysphlnghnwvxfglaekvstc,t52xjkzizo
9otlq0xmgk,,CreditCard,Apartment,1700.0,,2020-10-12 20:03:03,fxmpxwulaylnbxtzrngevuakwfuuknzospxfxfthtkgbcgipmx,iji6ny717t
kkrn37awzx,,Check,Hospital,2000.0,insurance,2020-05-27 22:18:56,,xy2p7j6gy1
szdh5pr5n1,,Cash,Art,2000.0,clothing,2019-03-11 00:52:04,elwlelnjpzzsnrskzmskvstkgsenlmzhmffntamrvdgzuxwvmk,r52kpa5dv2
vvhfnicnta,,GooglePay,University,1000.0,clothing,2019-12-15 07:37:09,,rnihz44bnc
nlsfqrk24r,,Hospital,Paypal,-100.0,insurance,2020-04-01 15:57:59,,9brupbdcbo
j2vxjzeovl,,GooglePay,Apartment,700.0,finance,2020-03-17 09:47:28,,yr3gpk12fd
d45ifwqbvz,,Hospital,Cash,-2800.0,household,2019-10-15 15:52:19,,pt0zvxh3i0
ndbi4vs9g6,,Apartment,GooglePay,-3800.0,transport,2019-04-23 14:58:45,sgpunucctnouxqiuozvhlfoixjqahudsayeacjugfykbzxmmng,tbq8dwywi6
po7duvw2p2,,Alipay,Apartment,100.0,utilities,2020-02-11 21:33:54,ksydwgvvucmusoirmjzsrmlucwwdlkvixnymvwhdbcvcewjulz,jg7664fvwq
ax0slasbsh,,,,3500.0,education,2020-05-22 03:44:59,,jbxnjp0uo6
ul6dyp0e5l,,Apartment,Cash,-3500.0,debt,2019-02-19 16:38:19,qprzirwslmllfqjcpibtgjwswueeawmxjffezrlqljgbfjpkkh,y0cq65zt4w
0ljrxsyzo2,,Cash,University,3200.0,insurance,2019-05-11 18:09:15,,3aaw8fgcik
nfigk1pnn6,,University,ApplePay,-4800.0,entertain,2019-02-04 19:47:27,,t9if190vzm
hmdj6p3p9x,,Cash,Apartment,2300.0,,2020-04-18 22:08:44,grcocjigxwhufopidjgdyluzlgfaldccyrcsntjxkntdzrskiy,zcwc4omusm
wqswjqsiqx,,GooglePay,Art,1800.0,housing,2019-04-04 00:03:36,ptbdcjjqymhlhgouoqvzmmpicuvlylcgoedvnshmfmbognsaza,dfx4pf5fxw
08gz1mv4af,,ApplePay,Supermarket,2200.0,food,2019-07-29 23:18:12,,oeeeokbgcc
vny1iuch8b,,GooglePay,Art,1600.0,personal,2019-12-20 18:56:47,,kcjujsrp89
wv78995xqj,,,CreditCard,-1400.0,utilities,2019-01-01 17:55:22,uqzydilhbbgwaxgiruwiymhwogcbkzisxxthmtowsjcxsacjpx,krtzxppm0i
snn31sfdmo,,GooglePay,Art,200.0,personal,2019-05-08 22:55:24,dctvbpuqoqgwnakziyastjwyfnajrhtyexhygxwwlyxygdabit,41e674znhq
khm5chf7jk,,Venmo,Supermarket,1500.0,gift,2019-03-09 11:09:06,npvfdfxdjbjwcwbsqsvhynnbyltvovgpboutknztgxpgkywemw,opy8q5yn8g
66hml0kvn6,,ApplePay,,3300.0,transport,2020-09-22 22:18:46,gdxvplcriicgmrktvffcrmtgkgqkbgrbtcnoytwhicmahnapqf,q3i44bhe31
9qwaxd36sa,,Hospital,Cash,-200.0,education,2020-10-15 15:11:36,keaaeyyvfnfgqhtaxvuqmccumutrptchumgktxllpjhsmmsgrh,02c4li45yc
cimnjfrs0g,tax-_-Company-3400,,Company,3400.0,tax,2019-02-10 20:35:56,,a9apc19evy
w9511jtwrk,debt-Art-_--2900,Art,,-2900.0,debt,2019-02-01 17:18:36,,bhn5sku44s
flfayiv8g8,,,Paypal,-1500.0,utilities,2020-09-13 14:03:36,,m2ky3kkes0
gdlrxeouoq,,Supermarket,,-200.0,personal,2019-12-29 21:13:37,,1nsdcvxiqk
k3c8b9o00g,gift-_-Cash--2800,,Cash,-2800.0,gift,2020-09-30 06:32:21,zqmpebmkmugjjjjdkxaigofezhdprkhzztgtxedkzcnxbhzsbc,d1thpjf5y7
jg7xgkcz2c,,Alipay,Company,4900.0,personal,2019-09-06 14:55:29,djadarikcfjsfpbkifjyhhgamihstwavmhtmxgxbbwjkdpbuqx,6gas2hnzr2
ti7vb2n4hp,,,University,200.0,housing,2019-10-25 19:07:46,,3crg2b9ks8
huo557vuyd,,Restaurant,Alipay,-2200.0,health,2020-01-04 16:45:17,,pfgmct1qf6
evqxd5286m,,Art,Paypal,-3200.0,entertain,2020-07-26 15:21:10,fxsmkpglzobxgixnxjmocqzygdjygpfkmvegtzkwifqzbcyaly,xul5evwzbn
y9aecrix6p,,Paypal,Transportation,900.0,utilities,2020-08-04 06:19:42,,g7qgso7atq
1uphojlgew,,CreditCard,Supermarket,4000.0,transport,2020-04-28 23:01:42,,f2i6q6imec
si0kqc81gu,,Venmo,Restaurant,1000.0,food,2019-03-22 07:32:16,,fqtakbabkq
oywb8ceg1u,,Restaurant,Cash,-3300.0,household,2020-05-15 04:27:57,xqxjveorhxaifmaeqzpttpyesifpwtrbmmcloyhfzruiyujroy,iqmuac176f
65ruipmm6y,,Company,CreditCard,-1000.0,education,2020-02-28 11:38:59,,dp33744dfl
k6ui20kcc7,,Alipay,Restaurant,1900.0,transport,2020-06-15 00:02:14,figiqzprovkitqspddoyuzncaklexhoqthsjqjtuutsylpglbg,7rt2aaqtmi
8vk45o3znb,,Restaurant,Cash,-2900.0,utilities,2019-05-28 14:58:28,,tdz62zseml
kjhxjfqrev,,,CreditCard,-100.0,entertain,2019-11-27 04:54:16,,jdqhvvpfan
46u1yco1g7,,Company,Paypal,-1700.0,utilities,2020-01-02 09:52:46,,kpncd6e2p2
h0sxglxdzo,,Apartment,Cash,-1600.0,tax,2020-08-25 02:15:56,kuytibidtivfgrqfsdfzkyjmbnjaasimyupbnulxrvchqiqwgt,da0lezlz4k
90hkd32g5v,,GooglePay,Transportation,4400.0,health,2020-11-21 21:09:04,,jd844dzj81
9pu867s2to,,Art,Venmo,-1700.0,food,2020-06-09 14:23:56,ejkhbfuzehwfvbgwezapokarmdbwhcwtmisfweujlwvfiyaeac,9135q4nvrc
e7j7uitn04,,GooglePay,University,1100.0,entertain,2019-03-30 15:54:56,,q6u2ikp99q
kkfgfdfc0a,,Cash,Transportation,2600.0,entertain,2019-05-03 11:29:15,zknapzkffhyzfajzctcpmogqjbkiyvpwhlptusbziwxvxgkqrp,ngg2lc6w33
d08nt0ifeo,,Art,Check,-2400.0,housing,2019-07-06 16:55:40,,gllh8kysgp
2buh3g0vrt,,,Restaurant,2100.0,gift,2019-08-29 15:49:48,elqdlvedngehcltbttirxqjanwplmfzlnecjtpmhgfprzrcsik,w64oxw1rwz
yd1m88ymh7,,Alipay,Art,4400.0,education,2019-11-17 01:56:32,kcxkjxbzyifsnbxiwtiupguyewbpegklplbtyigkkrgwcanrql,um3jfm8n3o
5d0c5hcor5,,CreditCard,University,500.0,household,2020-05-28 08:20:26,femdahrbqkopitlctecxaqjyapaaivlujeuifaonancabclxdk,z39m8088tc
cr8opie7z4,,Alipay,University,3600.0,household,2019-04-19 23:05:13,bqtcypxylbjlqrebdglwkezoctzwgggkprlorkabrumkvqdegl,zu5j4ocsdb
4ao2ey3abc,,,Check,-4300.0,finance,2020-04-09 22:23:25,,bdgx8ha0wb
gnga6qfebx,,Restaurant,,-4100.0,gift,2019-10-29 00:14:34,tjzzbkxhmoynvrgzkyuehxmxtjkasmnqxzgkemynszsvxnweuf,t9if190vzm
ggzozm5awj,,Cash,Supermarket,1900.0,tax,2020-06-07 22:38:23,cqwsyxmzrxnrlivpmtuovifipdaytkntfidqxzveaoufrvsaca,wbhbp480vs
3up4hx8eej,,Hospital,Alipay,-1600.0,utilities,2020-03-03 01:38:24,rkqjpmskseuffzcqctlhkjwzxerceahugrhkiqhpogweecuxbb,xmlzba1pdr
z2odg5e3vp,,CreditCard,University,3800.0,food,2019-10-22 10:15:55,nkpjeowcqwlvgleqsxpfbanbxwdkqmcgyhrbpzlotcsbkvlzck,4uwqttlzps
dwdspg5vrf,,Alipay,Restaurant,100.0,,2019-11-10 21:34:21,,4i8od2ppoc
pr36ftn6f6,,Art,CreditCard,-500.0,clothing,2019-08-22 09:58:58,,jg7664fvwq
aoxcu0k3xt,,CreditCard,University,300.0,housing,2019-08-06 15:14:59,,omfieaf7me
ozfbu5wug6,,Hospital,Check,-2900.0,transport,2019-08-29 22:57:48,,3swiuf81xc
dhvd7xfmj9,,ApplePay,Apartment,5000.0,,2019-05-26 11:06:58,uwvfbbgmewvtpcqnnsvkwvtewfhqrxuhayjxfhvswnrhbpscbn,mrvzrriuhu
v0owxk6vc0,,University,Venmo,-4300.0,transport,2019-10-07 02:09:07,,ilykm17clb
ak4v2r3i70,,Art,Paypal,-500.0,insurance,2020-04-28 09:19:26,uakzudxgdzcgurobysqiuhqlpuyxviagjvjrxyebcppvwhyilx,b9947kbbbs
k87k2cu35x,_-_-Paypal--3600,,Paypal,-3600.0,,2019-08-02 22:11:57,cuvodvupsxvecqigwchidlsgfnwayccskrxgrgxdtxueftamvc,wjx31wkzr1
z4y8v890rn,,Alipay,Apartment,5000.0,health,2020-05-07 23:52:36,,q9xahp3132
kfwt43irp7,,Art,Paypal,-1600.0,health,2020-08-11 19:34:29,,ku0pi5n3v6
irbv0kw7n2,,Apartment,GooglePay,-2400.0,,2020-08-10 04:29:10,tmzscvgedrzupbqgvrplqpehdvuplqxvoqpjdzgoqkoncjesec,j3b74z60po
nhbv6zdsup,,Art,Paypal,-4800.0,entertain,2020-12-16 21:38:02,,rjgjwhbafr
zucjos2tv1,,Transportation,CreditCard,-3200.0,tax,2019-01-20 05:53:34,bvdkiifsmzvwwcgfwfodrvnkbuvchuuxqcyxpgpffwgadcfkvq,4ogau2kzym
86dz0lhkiv,,,Apartment,1900.0,gift,2020-04-26 01:11:55,,ydq24ux449
w4crhxbmum,,Apartment,Check,-400.0,housing,2020-03-29 07:31:04,,fqtakbabkq
ce9qyndpjd,,Paypal,Apartment,1200.0,debt,2019-05-26 17:13:35,,l26uw2o289
cuwwdqx5tl,,ApplePay,Hospital,2700.0,,2020-06-26 17:13:32,asjhlrmvugvagnqfwdgdwotznvmsvcahhbdhzdfywmfxymxtti,q9xahp3132
3htc2a2s7r,,Paypal,,3200.0,personal,2019-07-12 08:26:41,,825on83dbj
tb39l19dy1,,Alipay,Supermarket,2000.0,food,2020-06-06 07:42:47,nlsklydhttaqfnyjtkceljzntkpgppylgslonelbkzpiiuptdt,kiiz700liu
1zq0fjg5h9,,Art,Cash,-4400.0,clothing,2019-05-31 00:49:59,chiguqqrootdckeasyentjddatoedmkdbgydfwyszrfgcjguwf,41e674znhq
xutxzhyy83,,CreditCard,Hospital,700.0,tax,2020-10-13 03:51:27,,udfmaf0rnh
oe32hjqpie,,Alipay,University,3100.0,entertain,2019-05-25 20:15:42,fgtzjgsgnuclvjoihasorossjlslkbvmqqtvbzfmqerlndbelm,5xtefzgla3
8rj25t5rie,,GooglePay,Supermarket,1500.0,education,2020-08-19 06:15:08,tkvpjmqxekapcthmylyozjtfodaheidyurnsjsrfijjxlyklgc,ziq74mrtno
vgvsy70tv9,,Alipay,Supermarket,1400.0,entertain,2020-04-28 04:36:29,qtvepollzrzumgppkucuokgulclvnllwsknccpdzfmcvgdavne,24nlwpf85n
i93q70hldj,,Restaurant,Paypal,-4300.0,health,2020-03-08 05:03:23,kgwtldozyvlgjguezwuigqvxljdtcgmxgxhdfwdcbipoljjkxo,vopmmyh8qk
g900oqpajo,,Supermarket,Venmo,-2100.0,finance,2019-12-28 15:01:58,nftfssfoxjfbucgvzhexmlerdpeydosyxichyjkkgjcrcphdoa,ok8szf3gpk
oh5g5xswq5,,CreditCard,Apartment,2700.0,gift,2020-05-29 11:39:17,eeupzzcvhqvjdmmtbksuakqqxccboeaezizbsdacccjlllmgfp,iy6edx4sog
gtjnqfniya,_-Cash-Art-4200,Cash,Art,4200.0,,2019-08-11 10:46:07,atxmllxetakdhcuarconlfavzaebwxauwlueyrrbwxzudnarqm,iods32joth
w6dq22iiiv,,Company,Cash,-2600.0,insurance,2019-08-26 15:49:49,zzyijxriflvukvyddoafolfcbqrmokzlirtsseonyyjentumlt,qccx600dmb
mxi1xo0jla,,University,GooglePay,-900.0,housing,2019-03-11 00:33:14,xrwwyrufllkpddafswvxgfukifitjtbabqaifypoqkjsbwslkd,ozfr9j0c6n
2jy36tbz09,,GooglePay,Restaurant,4100.0,gift,2019-12-10 20:11:27,xgshqsyiyoftmklwozikskgdauhxmecprvlwwunnkoebiwfjpf,rnihz44bnc
gbeixuslvh,,GooglePay,Supermarket,2600.0,education,2019-03-14 16:27:54,turvvhhytgsbobvboavczcvtksqwipkwzffqtszfdskzxasmee,3p7l9me8kd
v1w580rz4i,,Cash,Art,2800.0,transport,2020-02-22 11:32:07,,g0t0nbpgbw
mi53p0x0hc,tax-Hospital-_--2700,Hospital,,-2700.0,tax,2020-03-28 18:57:39,,el07hh4p9d
l0rwshj70d,,Venmo,Supermarket,4400.0,gift,2019-12-11 23:37:03,tblceyrdvoxtgynvcqynbsuktkjeugycygtglkxcftbfxygusp,8fig6fale3
prunsk1ypi,,CreditCard,Restaurant,3400.0,tax,2019-05-23 03:24:41,,9g475svfnc
i4nu2eyl2t,_-Art-_--4900,Art,,-4900.0,,2020-02-13 12:08:48,lptbeczoutlftvxxkfycqmsvivghkcmeomudssisbhxhvusehk,umg65jqumh
ljffm03lp5,_-Restaurant-_--2000,Restaurant,,-2000.0,,2020-05-21 07:04:09,,4vdk3omcrx
ria5jxpggp,,Supermarket,Check,-3100.0,,2020-04-26 14:39:18,,3qhg9f4ik1
nojirsh9sb,,Hospital,CreditCard,-3600.0,education,2019-04-14 08:00:54,oqzpxopehhmbvdtkpyiulwfsglvqkndxxtfrddeacecqgxcelj,t9if190vzm
6aw6es5s45,,Company,CreditCard,-2800.0,housing,2020-08-14 11:13:53,kjtosfielbxfuyluhrqdxwcwzgagklfwojgolgcfymnbxfgnuo,fdxjloas24
vs3xsimzn0,,CreditCard,Transportation,800.0,finance,2020-04-20 19:37:55,epgyqmmltyveicozlzbefiatweiiplkwlatktzhmkiocgmkbvx,l223of69lh
8ht21nzy6j,,,Check,-1700.0,insurance,2019-07-26 23:21:48,,ulv6j9a90q
6ymfezpr16,,,CreditCard,-1200.0,debt,2020-06-28 00:01:26,,i1d609saoj
p3rt7fbksd,,Art,ApplePay,-4200.0,personal,2019-12-11 11:35:36,,s0bsr0y8yu
3kcj8v9seg,,Restaurant,Alipay,-4400.0,transport,2019-09-27 09:03:53,,w1osl71fpl
m5tzacz0kj,_-_-Art-400,,Art,400.0,,2019-09-25 08:58:28,,ewu5luxucm
0r55j5fi1g,,,,-4100.0,health,2020-11-14 05:47:36,hnflsidlunbtezbwnvegqkoncpylxhrtqzqmkkshamldvegrzg,eacs7eodq4
5pis0xytrd,,CreditCard,Hospital,700.0,personal,2019-12-16 17:35:07,nyjywwygizedispaenzdqbfxnktpfyrggahcvsocwbgukvwqou,1ta6wyufv8
g5ummo4ksx,,Transportation,Paypal,-2800.0,household,2020-08-20 21:13:53,zwliepuidwfsydmdozpghsfcojgojgjpsrqntqufpcyjbxjgma,dbalra58as
pdnnjix4cs,,Apartment,Venmo,-2200.0,personal,2019-08-31 20:13:22,qtnddonktisxcqxxznvwchbsrjhbadvrtwcvnjulsiqxrnmjnw,6gxqbfri2r
zmkq9kvnqx,,ApplePay,Company,5000.0,food,2019-08-14 05:16:37,pndhvnehnqtctljpiclldlexiqwxfaqlpjvqeiownouxydengy,3qq9ykph7k
p3ocm8wmu3,,,Restaurant,5000.0,tax,2019-11-14 06:16:59,,7mrywrmt2e
x6nmbopmty,,Hospital,Venmo,-2000.0,,2020-11-20 00:24:11,,ozpmio6wsk
yqv58sfy9b,,Art,Paypal,-1900.0,transport,2019-10-12 21:30:37,,r2kkanqzny
tqbfw8ed4h,,Alipay,Company,2600.0,utilities,2020-01-19 13:51:30,,j61lx1ywn5
jbkc4zk7t2,,Hospital,ApplePay,-2100.0,transport,2020-12-31 02:47:07,cpktxcdtoibbjowvfjzkaacenrpsavomoirhzsyrebzmznnyts,7bsabcgc6w
znwby8x1r8,,Alipay,Company,3800.0,debt,2019-09-01 03:07:03,,yrx1bo4338
ku3s1r8m2j,,Cash,Supermarket,4200.0,debt,2020-08-20 18:08:34,zswhqxsqaribrfpycskzocoyrnepghhxmgnkndcxllqqobkjll,6a1dyeridm
