jsmg13vykv,dsgx,1258.62,77
vrxrn8xma3,mrsn,1412.74,192
umfdykdhxm,slgn,1010.84,190
9fr5vdow36,vtvt,374.1,147
50imte8yfa,hlne,1774.37,71
vywum7t5md,hyacu,1371.5,123
hj9po4qznd,ipgp,1548.22,128
1dwvu23ci8,suns,1518.88,88
qv7199smfe,rp,804.33,121
v2i2pd1rxa,qat,1670.51,71
kwpczyghy7,ueps,1054.56,144
kf9wtlmh5b,tayd,931.98,181
6daf8aoibw,plce,1197.12,80
jsmg13vykv,hewg,1344.98,168
vywum7t5md,vthr,1107.52,94
tm2tjgb5ph,sage,1559.18,55
ku0pi5n3v6,chdn,715.89,150
fxo7dyzz7l,kura,435.43,54
q88sy9h9ji,chrs,1594.6,92
4m8javuc3q,indb,1215.19,100
zz85idbd1l,tvty,1810.49,133
7rt2aaqtmi,iei,372.35,168
j2a6ki6y7o,ftri,485.03,63
ev4cvgsz1h,dhxm,1244.42,130
wk6nutcp7p,axti,637.84,116
x7ezbkifby,plus,794.73,125
v3ims5c81x,ivac,1884.69,131
zf9poy3pkw,lake,181.67,110
udilxedfve,sfm,1365.22,95
tr1e196prg,nvec,1826.47,149
0fi41k5m16,ncna,1269.03,61
0rjzw36zhl,csiq,1124.42,180
hk81mb2f8w,igld,950.0,105
g30nn28ud9,uboh,794.24,142
u9hpmz0jep,cswi,1048.26,129
pfgmct1qf6,eltk,1265.19,200
9fr5vdow36,sybt,1450.71,61
fdxjloas24,gt,1173.94,149
t3oy2vg02f,prgs,563.19,182
7zpbswbqx1,pulm,1539.79,111
qm54q6zi5r,khc,1062.46,63
51whmqqem3,drna,960.29,122
viptkzfon2,fisv,1457.41,110
gxg650hpk5,jagx,1193.2,108
9u1m1a0pxj,audc,337.04,173
w9s51ehi85,ekso,384.55,111
mhnbb8q81h,sp,1479.38,137
prs6uts1gt,epix,1969.01,156
2sq1qsmkvq,cste,499.93,178
um2qix669j,evbg,1444.47,118
txi20l8lz3,ncty,982.77,54
3j29jcl6cu,vmbs,548.85,175
6gas2hnzr2,any,1426.27,142
17cz1hq6t5,ekso,1344.47,133
wb8ooky581,virt,1285.32,155
lgpw7cv9po,isbc,1526.44,104
dsc2oobaw1,kins,471.27,65
wgz1tb9jwt,ipkw,1035.78,91
kypbzofwbv,agys,605.45,175
j2a6ki6y7o,cyou,561.59,137
7ulj83mp0b,rmr,1510.27,129
zr1yabrc7m,cnat,1887.69,66
74615y5txt,gass,1690.25,136
nai75ty88e,sync,1686.88,94
15fw63622d,wnfm,1180.63,114
31o7il47jb,cpta,412.14,172
xmlzba1pdr,agys,892.81,137
tnhqq25or9,mindp,1117.39,144
9r2olz4hrr,rail,543.72,83
gmaal1wrpe,gnma,1441.51,88
kpwae9a5zf,mfsf,242.03,112
19l2ylo00w,wlfc,453.5,105
3njlj83g9k,ilmn,882.46,180
19l2ylo00w,ctic,689.95,149
jyc2h3udks,dwtr,1510.87,79
50imte8yfa,mik,1239.43,85
fzxlo3nak8,atri,784.93,116
he06obafcj,ttph,480.7,76
prvzgstcis,btec,695.57,91
v3ims5c81x,iei,1272.85,153
ii67xji96n,gwgh,1328.77,157
ppe7sntci9,airt,1773.83,130
5xtefzgla3,strm,740.92,115
voj7tdmr0q,cnxn,174.94,61
mpxwvxcsxk,bpmc,382.82,110
ide9verjwp,twmc,1028.86,131
b76s1g3tvr,lngr,1643.85,155
vql3o59eli,mhld,1740.2,174
abaukk6iq1,gds,976.54,159
fv71t3diwl,ciz,1041.06,109
s0bsr0y8yu,zlab,1343.13,160
4hujqhd549,ibkr,1007.01,112
0rjzw36zhl,sfbc,1710.72,103
ncxeaok27e,vsmv,631.18,195
xjyqe0qmpx,coke,595.27,101
ghqs8s76vb,ctic,909.2,102
tbq8dwywi6,otex,134.61,149
8gjzto4xzt,cent,911.24,200
h4aod2pgez,pmts,461.35,140
jv46sdp1h8,whlr,1290.37,101
vhgedn4gco,nlnk,981.55,108
whshejmo8c,kirk,1386.83,197
19l2ylo00w,znwaa,1731.13,188
d0ky6yny87,ter,568.95,139
mk2e1zrq1w,algn,905.78,56
9g5suspox6,orbc,1163.6,54
mjjiw7e44g,spar,1920.66,85
wotap0h16b,hynd,233.61,129
ne5if79zrn,tast,1739.84,177
u3ejohjz38,glpg,292.62,154
1ex1a00wuv,laws,1987.84,73
hj9po4qznd,rmti,212.97,100
x9jkbzpgim,grbk,1677.95,194
frmk95e33s,srne,1545.43,128
3njlj83g9k,bvsn,1608.71,96
gmx47gnkqv,hyxe,1569.38,85
8ct6n3299i,gcbc,1796.53,169
olqx7hk5me,vcsh,495.76,140
8yse6xqsn4,cwco,680.71,169
4uxibc2qn7,oesx,932.59,149
jg7664fvwq,trst,284.59,137
wvq0ybspnf,cswc,1615.06,194
t4o7bpaz3c,wabc,1629.51,56
wbhbp480vs,ontxw,1883.77,137
9135q4nvrc,smcp,825.37,162
e1ns804yob,ingn,1116.62,131
jkv0n8qwwq,mdlz,1964.0,152
zfljph97tp,belfa,1479.59,161
2yl4aufuzr,adro,1720.48,134
7rfwnr6bsn,vcsh,1328.17,102
u9hpmz0jep,civbp,215.95,136
hiufh0ekk6,dffn,183.97,181
8gix16if6c,vray,627.54,176
d0ky6yny87,shsp,300.98,151
bs1mbjbvoy,oled,699.47,126
t75tledoby,mcft,833.12,199
0reaos9be6,umbf,1974.68,111
gmx47gnkqv,cdc,1608.51,91
ewu5luxucm,carz,1105.14,106
opy8q5yn8g,ssys,1572.6,137
3cpfl0r4wn,landp,636.94,79
xkat7kjln8,vygr,437.74,186
ab6bj38xnf,mksi,982.6,50
xzj085gq1w,bkyi,1068.75,171
fi4je1r3d8,astc,1865.62,66
k0x10snz00,glng,551.58,104
ct20q9wu8k,akam,1363.13,79
jfelwa65hc,sngx,327.05,64
j58c6uol3u,fwonk,503.63,90
gmx47gnkqv,soxx,940.09,57
b4jnvdf67q,omab,457.93,100
o8gvoa8hok,sbny,907.86,146
jv46sdp1h8,eryp,498.92,62
mmhhuxd5od,izea,247.79,63
ie97wghbra,rdvy,1085.19,192
jzgqyzi021,gtls,167.36,144
2sq1qsmkvq,psc,1213.34,98
xlvrl449oc,reta,788.68,106
z2t8ck4kgh,svbi,432.52,102
mdvyeg9cxj,nh,529.07,137
ruvemavmdw,hain,1453.36,146
49vjcnpuhk,mmsi,808.87,86
qiiiow492w,issc,1999.05,84
wlgjajpy26,navi,615.42,144
wgz1tb9jwt,infn,228.94,110
f3f5bqenuo,fbss,146.63,185
s0bsr0y8yu,gtim,418.21,185
nq9mn6w2b2,cmcsa,1077.47,160
9engczhcbb,bios,888.09,109
knzm93uzdr,lbtya,1227.87,58
ajgc4bo6o3,ibcp,1528.18,116
sf44jljo0t,tusk,440.33,163
qnl3gz9dqg,pmd,1520.06,133
789385assr,hban,1941.56,154
fv71t3diwl,mrns,1781.6,173
1rrr7adbqf,spar,367.87,185
ec8vt1jlox,uslb,579.03,105
u05yh2j998,laws,1830.93,159
x1mfe964da,pool,820.14,95
ka44vyojg0,vbiv,1136.04,141
7zpbswbqx1,forr,1286.72,152
ziq74mrtno,forty,1716.88,180
9r2olz4hrr,clro,401.4,104
43aveknkan,eslt,1245.26,84
ccjk4fib9i,jrvr,1729.62,152
xqnj8uz4tc,krny,662.02,67
l2qlcxsvro,sabr,1217.97,111
20rsjjyg9n,lanc,1220.52,127
99z5k15864,voxx,1999.05,146
231znlobbg,aljj,896.29,187
4b3vw73g7v,jd,1827.89,163
d5vwypga86,habt,1055.79,169
usjeya75od,yrcw,1504.93,64
9pzucasz3d,tbbk,1317.09,165
ngg2lc6w33,gpp,340.94,67
kkvtu98svn,hcapz,257.54,141
tsth0gysra,hbmd,716.85,198
dmc5akgk7n,krma,1851.59,106
bm5kgtsp3o,fb,715.13,184
d1o4frxcgo,cboe,1732.84,74
fe10c5044i,inbk,754.26,178
4uwqttlzps,ocfc,1808.43,151
jd844dzj81,esg,635.07,55
nigt9m5cmb,mlvf,407.32,148
y3xa982v9w,chfs,402.94,192
fyo2srp68i,lca,1400.76,126
rbhrcaqz7z,bdsi,1490.13,77
kh3t9p07rb,ntwk,1024.22,170
7olpzseuat,pfie,171.28,144
0htq64ge18,hmst,1129.43,70
19l2ylo00w,dxge,1035.94,115
mk2e1zrq1w,agio,267.56,110
2q1kk2sw4c,ovbc,999.74,170
x1mfe964da,plya,1381.8,54
cwh9n5s7mf,ufpt,1035.02,81
2187et43ep,snhnl,613.45,130
7j0noxzftu,colm,1605.23,79
i4ns8qm4ww,dbvt,964.49,172
ev4cvgsz1h,ship,632.21,194
9135q4nvrc,cclp,525.55,132
q9uxc531x8,ccoi,1682.06,191
tr1e196prg,qqq,444.64,167
sg1qrhw68e,lpcn,904.96,68
19aowzzp1r,cfbi,1803.97,55
j4ac4fsoz3,snhni,1219.93,128
lpbk9kf1g3,any,732.61,124
f3rmq6a42s,amnb,959.19,146
z859coozxf,rgls,626.51,124
bwshuh0fgt,lmnx,1950.07,86
26xummccy2,dmpi,793.61,93
jdqhvvpfan,pcyo,604.32,115
yr3gpk12fd,cyrn,1847.8,115
qdww5t6rp4,gfnsl,979.16,184
8sx6jjd0sh,accp,424.13,128
1qqkooc8yt,acad,1314.02,134
fhupg3l6g1,aaxj,635.37,101
k3xpiht56d,glpi,1592.96,94
y5kc200uvm,aubn,1230.04,86
2m5mwizlj6,goodp,179.96,66
799cehme0c,cetv,1613.57,116
dkq7uwsxnt,bomn,1683.66,169
3j29jcl6cu,idxg,120.34,158
z39m8088tc,qbak,1539.18,82
ywyfm8dufg,mcef,1872.78,166
8fig6fale3,brks,1629.44,155
vc6grh9ocd,atvi,893.61,96
t2i6ythslb,otiv,199.39,79
viptkzfon2,plpc,1418.72,191
ec8vt1jlox,gbli,1038.05,92
7ulj83mp0b,ophc,691.22,62
yjibelcux7,cdev,1015.93,72
mk2e1zrq1w,ctmx,256.9,172
tsth0gysra,msbf,270.57,84
fzxlo3nak8,apdn,1029.86,121
d0ky6yny87,psdo,1740.18,114
un3agzhqd6,glad,1701.54,85
7w5gnttm26,nvee,1913.36,176
l4oyam50zk,cpst,1916.27,164
31o7il47jb,imte,1134.1,188
y3xa982v9w,via,1713.83,134
lhwi7l92oo,gigm,110.61,94
gx170jrbrb,enfc,1413.97,91
mpxwvxcsxk,vrtu,220.7,172
4c35fb7wkv,fsbw,1742.0,137
d48oeklglb,shsp,1765.09,151
udfmaf0rnh,pfsw,753.98,161
egf5kxtmji,frph,1066.9,126
ybelydl25g,ntrp,1970.64,117
xjyqe0qmpx,susc,472.0,128
0reaos9be6,fisi,1223.49,83
3p7l9me8kd,irdm,459.54,96
umg65jqumh,axdx,693.83,152
66x3luhkmp,agys,496.47,131
zdg6dk84gt,irmd,126.93,110
e7mq82kd3u,rfil,724.65,162
7j0noxzftu,trib,426.09,99
t4o7bpaz3c,wve,1915.44,164
9l0mrawauv,bgne,479.86,119
bzsxzlxyh9,rmti,1075.36,62
4uknedmb5w,hmnf,1880.28,53
v2zeufvutu,bhf,695.85,104
9ugwc3xs6i,dwtr,163.68,53
orcsk0nlhu,pope,1389.19,129
x1mfe964da,shbi,507.14,99
d0ky6yny87,ctas,1881.93,62
pete0y4qny,ottw,1490.16,102
xbf35ap7dg,bkyi,1371.3,155
egf5kxtmji,prta,523.55,63
5d3qus594b,stfc,1426.67,85
jbh1pcrqyh,ottr,1843.87,157
fzxlo3nak8,trup,1401.51,180
tnhqq25or9,mbcn,1303.76,104
t8j9wc9r4c,swks,916.22,135
cjbhhd0o72,tree,1989.09,127
q3xzqp4aru,sybt,550.05,156
gfqojkjw2m,adxs,1716.04,170
h30gvmya96,brks,1276.03,175
lg7ctbpvlh,dhil,448.58,199
u5b8mtvpky,dmpi,844.91,50
jopmeq0qal,aset,1856.54,159
4hujqhd549,eght,575.55,72
uknoi9qw9n,cetx,1228.33,142
7nk11wu40m,frba,881.77,193
6utji8hje9,prta,763.15,189
k0x10snz00,rfap,556.33,181
f6bt6nx7dy,pdbc,1203.98,89
oseyjtbg5e,sqlv,1669.48,181
l4oyam50zk,blkb,880.48,89
ostka4pfui,tusa,1193.26,105
zo2c63ut26,dxpe,231.76,58
qln7b6tia7,evok,1481.53,169
lgpw7cv9po,cvbf,875.99,63
iyppjude5y,cbshp,1045.82,67
8t3wjlkqqs,oxlcm,1506.08,61
5wmfleb1hv,tdiv,1108.93,143
oofoqb7hh7,ktov,574.28,122
iji6ny717t,nstg,381.1,182
3u69dfha5u,cyou,976.64,125
hqgmko1fg6,inod,1997.25,154
8y9euyzpmn,txmd,815.37,129
eacs7eodq4,crox,381.36,72
4c35fb7wkv,hele,564.1,181
kbw2j3vck4,mosy,578.77,98
egf5kxtmji,lbai,1145.46,83
r84m3r4u7z,ucbi,733.94,190
fcftt9whbl,ebsb,236.27,182
srxc0ccmaj,ofix,1323.75,145
xzj085gq1w,hcm,1012.38,127
ngg2lc6w33,agnc,1296.45,73
b4jnvdf67q,uvsp,1979.78,56
15fw63622d,sgma,157.23,124
u5b8mtvpky,mrvl,1442.73,139
wmcyks3k0q,agnd,359.06,157
628a3fn7t4,dsgx,1253.08,184
fhupg3l6g1,soxx,679.34,127
59xif9z6yt,dffn,607.42,178
w305rlt425,wifi,1014.68,52
43aveknkan,fep,763.72,109
ogtzgdc7s1,rare,660.25,73
gx170jrbrb,nvec,418.36,142
dnyhu57vss,svra,1252.97,95
1h9cx0phg9,vvus,261.35,68
u9cg8c1573,cmls,1346.8,167
0tkfg3bski,chnr,1001.12,77
rnihz44bnc,cbfv,264.5,118
rjgjwhbafr,adre,311.8,189
s9y1mzm75z,ctic,887.07,86
to55t6gtl6,ltbr,1045.03,86
t37dmq3ebm,idlb,614.62,105
66jde2jooe,obci,970.65,123
ehwbwwlaox,jki,175.94,163
43me4hq3p1,cigi,516.47,103
52oi9t66ll,atlo,1452.74,149
jojh4h3qeq,tsbk,785.02,119
910496k6sv,mnov,1789.81,56
4i8od2ppoc,avt,1340.41,62
ue2kw4qvc2,glpi,159.96,155
kf9wtlmh5b,bkepp,1590.52,82
n9lubgpfvz,orly,1701.33,149
tm2tjgb5ph,cemi,972.14,86
y6s4h3ebw8,mdiv,946.55,184
arecl3srzx,rdfn,573.11,200
ssqanoo3af,hnrg,1349.78,94
94a37zrb2l,suns,236.52,175
o7u9nni2yj,gmlpp,1674.15,177
p2zwqxr5f3,sgen,1650.88,147
dhjjyb01vp,utmd,1558.26,63
r0rdas9ub8,masi,647.42,183
wotap0h16b,pset,1789.52,154
9sdizcpgt5,nghc,924.84,137
a7zfkpoju7,smmt,140.09,97
9g5suspox6,gfed,495.37,62
1ta6wyufv8,irtc,1434.99,186
49vjcnpuhk,zumz,1491.8,200
ngg2lc6w33,ainv,1496.76,109
t89bt4hb7z,cac,537.55,79
yjibelcux7,apto,253.02,52
ppy5nbus8k,pcsb,1318.64,116
th1ap3lcr3,txmd,1787.49,59
5z068nt4ww,aktx,1476.72,188
mzwjk9g6oq,any,1294.13,151
fgpcmhjifx,cswc,1082.11,123
h4aod2pgez,ibkr,1187.18,187
qm54q6zi5r,cyad,1629.19,84
8gix16if6c,agys,874.53,138
l3sigliqsr,crvs,418.02,103
74615y5txt,daio,1850.18,71
nai75ty88e,acst,1294.09,68
fe10c5044i,asrv,463.3,155
6a1dyeridm,acgl,359.39,117
iods32joth,cban,814.17,62
tiq1ahhtxw,hcm,1858.57,180
rkl2ocfozz,enta,881.69,120
xmcxm6r1b0,pgnx,1745.97,74
4dxq1w5kib,sybx,1628.05,183
w1ikx1cpcm,cetxw,432.23,74
ef7ceoicta,uctt,1497.37,175
uonxuhwh73,pui,1834.39,50
r5m2m5eerp,nsit,1694.23,89
9l0mrawauv,wsbc,344.51,128
5v8e22wh2w,mar,1362.93,70
uonxuhwh73,tusa,1681.63,75
8t3wjlkqqs,ftsl,1524.62,196
ghkz0ofcz3,sal,329.13,93
erair5vfrx,linc,1735.1,155
ytqbpxvfz5,lake,1481.49,194
h4d7zl7ypw,ofix,578.9,62
jfug1y14lv,fnlc,956.93,132
ghpfgx96ey,azrx,1719.61,57
eiqzi6s0el,hmnf,1807.1,112
jg7664fvwq,swir,1116.3,134
z2t8ck4kgh,zionw,1259.7,114
rbhrcaqz7z,vtwv,692.3,59
cvt5v7c3r2,chef,648.4,125
yiya6c7c8k,rbb,660.91,96
43aveknkan,akam,824.25,126
jd844dzj81,ibkcp,236.17,163
hzxmk1bowi,ntap,1088.42,135
i5wsvh0qkv,pool,1349.1,196
arecl3srzx,eqix,1718.43,160
2reu47p9fr,tbbk,1392.59,81
26xummccy2,bkepp,211.79,98
hy0wxfqqja,vong,360.21,159
xc8i6ra4up,fitb,1064.51,50
825on83dbj,csfl,589.67,86
ram2xz922y,nymtn,268.17,135
t9kwtqvr9s,dcix,1834.52,152
gmaal1wrpe,rave,862.61,191
799cehme0c,dmlp,810.0,136
cvt5v7c3r2,tvty,943.39,51
5wmfleb1hv,sbfg,1930.41,172
zlpmivv00y,atlo,663.72,156
8j6yfp309u,gtls,628.37,109
yr3gpk12fd,mime,851.23,171
e39k0y5cvd,abus,1122.41,150
zmbkd01v1y,nuro,1621.57,110
8fkea4ewfe,turn,1120.28,155
vk7ewlxhk2,gigm,1041.97,78
94a37zrb2l,gecc,142.21,62
ydq24ux449,cphc,1871.26,133
qn3q7n6dn9,fitb,1196.76,155
q0dfv08qdd,mind,1362.39,113
yoednbj7bl,prov,981.91,157
l3hfmzugkr,mnkd,1534.04,183
h4d7zl7ypw,esca,1862.09,50
wa32u7uowp,acls,485.39,133
olqx7hk5me,athx,1427.61,120
xqnj8uz4tc,iart,610.18,176
w1ikx1cpcm,terp,1152.39,154
qln7b6tia7,psci,536.62,150
ruwapz3ble,reg,1880.64,78
j2zl01lp3v,abcb,770.08,70
gxg650hpk5,wkhs,1342.83,155
udfmaf0rnh,bwfg,555.1,175
wotap0h16b,zeal,1322.1,154
tqkzbely0f,mbsd,829.37,155
ry9k9k65ni,gtls,1285.3,192
789385assr,alpn,1527.62,115
olqx7hk5me,ktov,1949.33,56
108c64faac,jrvr,1725.31,199
l3sigliqsr,zg,164.63,150
8yq903qch3,nvus,698.21,168
4xohp5l1ow,xper,698.94,63
66jde2jooe,tess,757.19,106
73x48wsfo4,cvco,1792.63,127
th1ap3lcr3,fcvt,1755.2,102
ostka4pfui,xone,449.98,104
8y9euyzpmn,amgn,1983.28,75
7mrywrmt2e,arkr,284.78,144
ildk2j519g,prta,612.45,59
d1thpjf5y7,kbal,466.08,151
h0zv4alliy,rock,993.44,180
umg65jqumh,oneq,1806.01,120
0p434m4tmv,cizn,1656.28,65
nai75ty88e,ytra,1177.46,100
5a02oklpo7,epix,397.06,112
6ufidujls0,banr,1341.15,177
dlxylc0ysd,lnt,134.8,191
a1yy40ujan,nxpi,1144.87,112
yw1xxvaacy,ktovw,397.54,133
n4sunfbe58,kala,1108.56,69
n4sunfbe58,ssrm,1046.31,173
h4aod2pgez,wneb,1178.92,85
g0t0nbpgbw,hgsh,1582.15,99
x18la0iiyx,hban,1999.52,177
r0rdas9ub8,lmbs,1427.62,142
w5zkhg74bk,rcm,1162.92,143
1axlc8yite,djco,965.51,126
31gtaivovi,mmyt,1859.12,95
caouedw1in,ubsi,550.54,128
q3skbcoihb,plpc,160.6,158
r40spkjcxx,wrls,1742.64,165
ojeep3t8mj,tyme,1505.84,135
8t3wjlkqqs,msbf,331.03,124
5kthfowqt9,cytk,1753.54,128
vcukul56lg,snps,1082.5,60
ohzvdph4pp,nick,1964.96,81
v3ims5c81x,nete,828.85,187
9brupbdcbo,sckt,1531.1,91
qq122000qg,colm,490.9,166
ppe7sntci9,sify,508.4,82
z39m8088tc,gigm,1319.67,198
p1znxzjxd9,tatt,1421.63,124
s8x3yx5coc,zfgn,1748.34,167
fi4je1r3d8,egan,480.23,99
vymmxaxw6m,wood,1401.88,171
0uanaa7gmh,trmb,1746.82,195
wvq0ybspnf,glyc,1389.26,62
op09n0ea0z,wldn,253.6,158
fcftt9whbl,bmrn,1871.8,169
uhqbrittwu,lnt,1360.22,193
pewatlnb83,ktos,1725.45,187
66jde2jooe,atax,1139.93,102
8jg5jz175u,mmlp,1670.56,144
wbhbp480vs,sphs,1174.31,170
cijo5ece8b,mbio,1371.92,159
wk6nutcp7p,ffbc,318.54,171
yiya6c7c8k,txmd,507.35,100
wov6f5this,abmd,384.58,135
zfljph97tp,podd,208.41,61
8t3wjlkqqs,atra,860.69,92
ram2xz922y,llnw,244.06,156
bamjnsuwi1,ibb,1064.39,124
ncxeaok27e,ship,520.84,199
kp4zkgxk3g,rock,1522.73,53
optq11rsib,bnso,316.47,71
h35im6k2a2,ufpi,384.6,197
0r28o7t5mj,sorl,1650.51,189
fy9ykobzg2,cybe,355.26,166
sf44jljo0t,arcb,323.69,152
wpak0nwlw3,tlnd,1260.37,60
eyyhgfcrhp,ipwr,1706.0,128
mhnbb8q81h,sgry,1147.22,97
j97r2c9twu,nwbi,204.35,163
gtqaxbfqo6,liqt,1617.64,184
kefcyhnlbn,abeo,1014.39,145
yoednbj7bl,yrcw,1930.04,146
xmlzba1pdr,flex,504.31,134
1fdne2keqx,tfsl,387.83,60
29oxnpme8r,fem,1761.24,54
jojh4h3qeq,medp,488.22,181
fu6e6nsh3k,vrtsp,1520.14,195
i3ggqfbn3z,mpvd,404.86,123
5wj2b7zdsc,clct,1238.34,166
6k6r7tw4ll,penn,610.92,145
xgblho40k6,klac,818.49,106
9sdizcpgt5,fhk,1125.31,188
kqyeucz6c8,ades,1635.59,74
v2i2pd1rxa,sdvy,650.33,161
whrligz2dg,epzm,973.15,125
9fr5vdow36,hmnf,635.9,146
3qhg9f4ik1,tcfc,1269.86,158
u05yh2j998,cbay,1100.5,59
ide9verjwp,artw,1777.78,89
52oi9t66ll,geos,291.71,173
8mshal083w,hibb,1239.75,85
gm8ry42ly4,nvcn,914.65,68
vymmxaxw6m,peix,1094.48,165
u9hpmz0jep,fuv,699.54,165
pmmfg2fbft,opnt,593.42,81
pvqtytjh91,mfinl,1675.87,80
3j29jcl6cu,paas,1811.97,153
x2wu0g8gxq,dgrw,1126.79,199
0reaos9be6,vwob,1253.4,154
mpxwvxcsxk,lpcn,234.47,122
j4qho03xqq,nghcn,833.43,182
rikye9y0cp,ttoo,451.01,143
kf9wtlmh5b,cece,900.85,123
y6s4h3ebw8,pdp,152.45,126
kavf2hbysd,dest,1690.11,174
w8m4pjsdwc,sppi,1638.45,75
qdww5t6rp4,zionw,113.02,191
p2zwqxr5f3,abtx,154.55,60
nm8o9mmq6k,chnr,427.33,121
ajgc4bo6o3,ygyi,310.37,109
0uanaa7gmh,cdxs,512.38,97
789385assr,wltw,1756.99,52
vvaejxw1bx,jout,179.33,172
hgx6xfucfx,mlco,1255.56,104
k4jgxibev2,mdgl,1380.39,191
hdka5listm,zyne,949.15,139
8bow72n40d,mofg,1396.98,158
th1ap3lcr3,cath,1396.85,89
7zpbswbqx1,mbwm,1066.7,185
wzfzf4debu,clxt,831.06,62
pe17ava8ru,fln,1766.57,100
ii67xji96n,vlgea,544.4,141
pydwvkf9r3,lite,714.96,183
seduuobl4u,gtyh,120.05,177
5kvmpiz4yd,ea,1016.87,178
kh3t9p07rb,stpp,588.18,52
3qahen9ljw,arex,1246.57,200
ogtzgdc7s1,ccrc,418.05,165
jv46sdp1h8,cgen,1101.28,140
ruwapz3ble,vblt,1845.61,105
v2zeufvutu,argx,876.76,147
kktp6cz8hx,enph,1343.43,65
bzsxzlxyh9,akam,969.84,184
825on83dbj,diod,1405.75,79
pkjexjpw44,srva,237.35,153
94a37zrb2l,fsct,1748.17,64
efomnru8l8,ntnx,1224.71,165
jpuom2s460,czwi,1945.25,104
c6wuyx5xtm,camp,1343.12,196
rcislubes0,kvhi,1887.1,56
6boolnpqd0,clsd,1686.63,174
ruwapz3ble,ftsm,1281.13,199
t3oy2vg02f,sbac,1943.6,110
4hujqhd549,fjp,875.29,69
61mfe9c0ej,ndra,513.68,87
h3xz7ri4j6,ovbc,733.48,179
v2i2pd1rxa,pxi,466.55,157
oun4u4cv5w,wtfcm,1461.72,80
p2zwqxr5f3,dswl,1416.03,111
whshejmo8c,lind,933.15,161
i1d609saoj,immu,143.29,187
wa32u7uowp,hmsy,1500.03,152
a1yy40ujan,jakk,257.78,87
wdwp80cgn2,irdm,185.2,58
n7gbzg8xoj,dfvl,884.3,135
ynwiihwkb1,fisi,1108.77,126
ojeep3t8mj,yin,1000.03,61
4nrew51vbc,snoa,1024.93,197
